date,weightkg,fatkg,boneskg,musclekg,leankg,fatpercent,comment
2025-10-16T05:55:00+08:00,53.10,0,0,0,0,0,Manual
2025-10-15T05:35:00+08:00,53.40,0,0,0,0,0,Manual
2025-10-14T05:45:00+08:00,53.90,0,0,0,0,0,Manual
2025-10-13T05:45:00+08:00,54.10,0,0,0,0,0,Manual
2025-10-12T09:20:00+08:00,53.80,0,0,0,0,0,Manual
2025-10-11T08:00:00+08:00,53.60,0,0,0,0,0,Manual
2025-10-10T04:00:00+08:00,53.50,0,0,0,0,0,Manual
2025-10-09T05:50:00+08:00,53.60,0,0,0,0,0,Manual
2025-10-08T06:00:00+08:00,54.10,0,0,0,0,0,Manual
2025-10-07T07:00:00+08:00,53.40,0,0,0,0,0,Manual
2025-10-07T06:00:00+08:00,54.10,0,0,0,0,0,Manual
2025-10-06T06:30:00+08:00,53.35,0,0,0,0,0,Manual
2025-10-06T05:45:00+08:00,53.90,0,0,0,0,0,Manual
2025-10-05T09:45:00+08:00,53.40,0,0,0,0,0,Manual
2025-10-04T08:45:00+08:00,53.10,0,0,0,0,0,Manual
2025-10-03T05:45:00+08:00,53.70,0,0,0,0,0,Manual
2025-10-02T05:45:00+08:00,54.10,0,0,0,0,0,Manual
2025-10-01T06:00:00+08:00,53.90,0,0,0,0,0,Manual
2025-09-30T06:00:00+08:00,53.90,0,0,0,0,0,Manual
2025-09-29T05:45:00+08:00,53.40,0,0,0,0,0,Manual
2025-09-28T09:00:00+08:00,53.60,0,0,0,0,0,Manual
2025-09-26T05:45:00+08:00,53.90,0,0,0,0,0,Manual
2025-09-25T05:45:00+08:00,54.20,0,0,0,0,0,Manual
2025-09-23T05:45:00+08:00,53.65,0,0,0,0,0,Manual
2025-09-22T05:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-09-20T08:45:00+08:00,53.40,0,0,0,0,0,Manual
2025-09-19T08:45:00+08:00,53.90,0,0,0,0,0,Manual
2025-09-18T05:45:00+08:00,53.90,0,0,0,0,0,Manual
2025-09-17T06:10:00+08:00,52.90,0,0,0,0,0,Manual
2025-09-17T04:00:00+08:00,53.95,0,0,0,0,0,Manual
2025-09-16T05:45:00+08:00,53.95,0,0,0,0,0,Manual
2025-09-15T05:45:00+08:00,53.65,0,0,0,0,0,Manual
2025-09-13T08:00:00+08:00,53.75,0,0,0,0,0,Manual
2025-09-12T05:45:00+08:00,53.45,0,0,0,0,0,Manual
2025-09-11T05:45:00+08:00,53.60,0,0,0,0,0,Manual
2025-09-10T05:45:00+08:00,53.30,0,0,0,0,0,Manual
2025-09-09T05:45:00+08:00,52.90,0,0,0,0,0,Manual
2025-09-08T08:30:00+08:00,52.65,0,0,0,0,0,Manual
2025-09-07T09:00:00+08:00,51.90,0,0,0,0,0,Manual
2025-09-06T07:45:00+08:00,52.70,0,0,0,0,0,Manual
2025-09-05T05:45:00+08:00,53.50,0,0,0,0,0,Manual
2025-09-03T05:45:00+08:00,53.50,0,0,0,0,0,Manual
2025-09-02T05:45:00+08:00,53.35,0,0,0,0,0,Manual
2025-09-01T05:45:00+08:00,53.35,0,0,0,0,0,Manual
2025-08-31T08:00:00+08:00,53.00,0,0,0,0,0,Manual
2025-08-30T07:45:00+08:00,53.15,0,0,0,0,0,Manual
2025-08-29T05:45:00+08:00,53.15,0,0,0,0,0,Manual
2025-08-28T05:45:00+08:00,52.90,0,0,0,0,0,Manual
2025-08-27T07:45:00+08:00,53.15,0,0,0,0,0,Manual
2025-08-26T05:45:00+08:00,53.35,0,0,0,0,0,Manual
2025-08-25T07:45:00+08:00,54.20,0,0,0,0,0,Manual
2025-08-24T08:00:00+08:00,53.90,0,0,0,0,0,Manual
2025-08-22T05:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-08-21T05:45:00+08:00,53.50,0,0,0,0,0,Manual
2025-08-20T06:10:00+08:00,52.60,0,0,0,0,0,Manual
2025-08-20T04:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-08-19T05:45:00+08:00,53.30,0,0,0,0,0,Manual
2025-08-18T05:45:00+08:00,53.50,0,0,0,0,0,Manual
2025-08-17T08:15:00+08:00,53.40,0,0,0,0,0,Manual
2025-08-16T09:15:00+08:00,53.20,0,0,0,0,0,Manual
2025-08-15T05:45:00+08:00,53.10,0,0,0,0,0,Manual
2025-08-14T05:45:00+08:00,53.40,0,0,0,0,0,Manual
2025-08-13T05:45:00+08:00,53.60,0,0,0,0,0,Manual
2025-08-12T06:00:00+08:00,52.50,0,0,0,0,0,Manual
2025-08-11T05:30:00+08:00,53.30,0,0,0,0,0,Manual
2025-08-10T08:00:00+08:00,53.05,0,0,0,0,0,Manual
2025-08-09T08:00:00+08:00,53.20,0,0,0,0,0,Manual
2025-08-08T05:30:00+08:00,53.35,0,0,0,0,0,Manual
2025-08-07T05:45:00+08:00,53.35,0,0,0,0,0,Manual
2025-08-06T05:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-08-05T05:45:00+08:00,53.25,0,0,0,0,0,Manual
2025-08-04T05:45:00+08:00,52.90,0,0,0,0,0,Manual
2025-08-03T05:45:00+08:00,52.75,0,0,0,0,0,Manual
2025-08-02T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-08-01T05:45:00+08:00,53.10,0,0,0,0,0,Manual
2025-07-31T05:55:00+08:00,53.00,0,0,0,0,0,Manual
2025-07-30T05:45:00+08:00,52.90,0,0,0,0,0,Manual
2025-07-29T05:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-07-28T05:45:00+08:00,54.15,0,0,0,0,0,Manual
2025-07-27T05:45:00+08:00,53.55,0,0,0,0,0,Manual
2025-07-26T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-07-25T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-07-24T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-07-23T05:45:00+08:00,52.85,0,0,0,0,0,Manual
2025-07-22T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-07-21T05:45:00+08:00,53.75,0,0,0,0,0,Manual
2025-07-20T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-07-19T05:45:00+08:00,53.1,0,0,0,0,0,Manual
2025-07-18T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-07-17T05:45:00+08:00,53.2,0,0,0,0,0,Manual
2025-07-16T05:45:00+08:00,52.55,0,0,0,0,0,Manual
2025-07-15T05:45:00+08:00,53.9,0,0,0,0,0,Manual
2025-07-14T05:45:00+08:00,54.15,0,0,0,0,0,Manual
2025-07-13T08:45:00+08:00,53.75,0,0,0,0,0,Manual
2025-07-12T08:45:00+08:00,53.3,0,0,0,0,0,Manual
2025-07-11T05:45:00+08:00,53.45,0,0,0,0,0,Manual
2025-07-10T05:45:00+08:00,53.45,0,0,0,0,0,Manual
2025-07-09T05:45:00+08:00,53.25,0,0,0,0,0,Manual
2025-07-08T05:45:00+08:00,53.5,0,0,0,0,0,Manual
2025-07-07T05:45:00+08:00,53.7,0,0,0,0,0,Manual
2025-07-06T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-07-05T05:45:00+08:00,52.65,0,0,0,0,0,Manual
2025-07-04T05:45:00+08:00,53.3,0,0,0,0,0,Manual
2025-07-03T05:45:00+08:00,53.5,0,0,0,0,0,Manual
2025-07-02T05:45:00+08:00,53.7,0,0,0,0,0,Manual
2025-07-01T05:45:00+08:00,53.45,0,0,0,0,0,Manual
2025-06-30T05:45:00+08:00,53.3,0,0,0,0,0,Manual
2025-06-29T05:45:00+08:00,52.9,0,0,0,0,0,Manual
2025-06-28T05:45:00+08:00,53.1,0,0,0,0,0,Manual
2025-06-27T05:45:00+08:00,53.6,0,0,0,0,0,Manual
2025-06-26T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-06-25T05:45:00+08:00,53.35,0,0,0,0,0,Manual
2025-06-24T05:45:00+08:00,53.15,0,0,0,0,0,Manual
2025-06-23T05:45:00+08:00,53.65,0,0,0,0,0,Manual
2025-06-22T05:45:00+08:00,52.75,0,0,0,0,0,Manual
2025-06-21T05:45:00+08:00,52.75,0,0,0,0,0,Manual
2025-06-20T05:45:00+08:00,53.1,0,0,0,0,0,Manual
2025-06-19T05:45:00+08:00,53.2,0,0,0,0,0,Manual
2025-06-18T05:45:00+08:00,53.9,0,0,0,0,0,Manual
2025-06-17T05:45:00+08:00,54.3,0,0,0,0,0,Manual
2025-06-16T05:45:00+08:00,54.55,0,0,0,0,0,Manual
2025-06-15T05:45:00+08:00,54.4,0,0,0,0,0,Manual
2025-06-14T05:45:00+08:00,52.8,0,0,0,0,0,Manual
2025-06-13T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-06-12T05:45:00+08:00,52.5,0,0,0,0,0,Manual
2025-06-11T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-06-10T05:45:00+08:00,52.80,0,0,0,0,0,Manual
2025-06-09T05:45:00+08:00,53.05,0,0,0,0,0,Manual
2025-06-08T05:45:00+08:00,53.3,0,0,0,0,0,Manual
2025-06-07T05:45:00+08:00,53.05,0,0,0,0,0,Manual
2025-06-06T05:45:00+08:00,52.7,0,0,0,0,0,Manual
2025-06-05T05:45:00+08:00,52.8,0,0,0,0,0,Manual
2025-06-04T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-06-03T05:45:00+08:00,53.2,0,0,0,0,0,Manual
2025-06-02T05:45:00+08:00,53.5,0,0,0,0,0,Manual
2025-05-31T05:45:00+08:00,52.3,0,0,0,0,0,Manual
2025-05-30T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-05-29T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-05-28T05:45:00+08:00,52.5,0,0,0,0,0,Manual
2025-05-27T05:45:00+08:00,52.85,0,0,0,0,0,Manual
2025-05-26T05:45:00+08:00,53.1,0,0,0,0,0,Manual
2025-05-25T05:45:00+08:00,52.95,0,0,0,0,0,Manual
2025-05-24T05:45:00+08:00,52.45,0,0,0,0,0,Manual
2025-05-23T05:45:00+08:00,52.15,0,0,0,0,0,Manual
2025-05-22T05:45:00+08:00,52.9,0,0,0,0,0,Manual
2025-05-21T05:45:00+08:00,53.0,0,0,0,0,0,Manual
2025-05-20T05:45:00+08:00,53.5,0,0,0,0,0,Manual
2025-05-19T05:45:00+08:00,53.5,0,0,0,0,0,Manual
2025-05-18T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-05-17T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-05-16T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-05-15T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-05-14T05:45:00+08:00,52.4,0,0,0,0,0,Manual
2025-05-13T05:45:00+08:00,52.4,0,0,0,0,0,Manual
2025-05-12T05:45:00+08:00,52.8,0,0,0,0,0,Manual
2025-05-11T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-05-10T05:45:00+08:00,51.45,0,0,0,0,0,Manual
2025-05-09T05:45:00+08:00,51.7,0,0,0,0,0,Manual
2025-05-08T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-05-07T05:45:00+08:00,51.85,0,0,0,0,0,Manual
2025-05-06T05:45:00+08:00,52.3,0,0,0,0,0,Manual
2025-05-04T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-05-03T05:45:00+08:00,52.15,0,0,0,0,0,Manual
2025-05-02T05:45:00+08:00,52.35,0,0,0,0,0,Manual
2025-05-01T05:45:00+08:00,51.85,0,0,0,0,0,Manual
2025-04-30T05:45:00+08:00,51.5,0,0,0,0,0,Manual
2025-04-29T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-04-28T05:45:00+08:00,51.95,0,0,0,0,0,Manual
2025-04-27T05:45:00+08:00,51.4,0,0,0,0,0,Manual
2025-04-26T05:45:00+08:00,51.4,0,0,0,0,0,Manual
2025-04-25T05:45:00+08:00,51.4,0,0,0,0,0,Manual
2025-04-23T05:45:00+08:00,51.75,0,0,0,0,0,Manual
2025-04-22T05:45:00+08:00,52.15,0,0,0,0,0,Manual
2025-04-21T05:45:00+08:00,51.6,0,0,0,0,0,Manual
2025-04-20T05:45:00+08:00,51.5,0,0,0,0,0,Manual
2025-04-18T05:45:00+08:00,51.1,0,0,0,0,0,Manual
2025-04-17T05:45:00+08:00,51.9,0,0,0,0,0,Manual
2025-04-16T05:45:00+08:00,51.9,0,0,0,0,0,Manual
2025-04-15T05:45:00+08:00,51.75,0,0,0,0,0,Manual
2025-04-14T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-04-13T05:45:00+08:00,51.5,0,0,0,0,0,Manual
2025-04-12T05:45:00+08:00,51.7,0,0,0,0,0,Manual
2025-04-11T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-04-10T05:45:00+08:00,52.1,0,0,0,0,0,Manual
2025-04-09T05:45:00+08:00,51.9,0,0,0,0,0,Manual
2025-04-08T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-04-06T05:45:00+08:00,51.7,0,0,0,0,0,Manual
2025-04-05T05:45:00+08:00,52.35,0,0,0,0,0,Manual
2025-04-04T05:45:00+08:00,51.8,0,0,0,0,0,Manual
2025-04-03T05:45:00+08:00,52.25,0,0,0,0,0,Manual
2025-04-01T05:45:00+08:00,51.65,0,0,0,0,0,Manual
2025-03-29T05:45:00+08:00,51.4,0,0,0,0,0,Manual
2025-01-16T05:45:00+08:00,52.5,0,0,0,0,0,Manual
2025-01-15T05:45:00+08:00,52.4,0,0,0,0,0,Manual
2025-01-14T05:45:00+08:00,52.0,0,0,0,0,0,Manual
2025-01-10T05:45:00+08:00,52.7,0,0,0,0,0,Manual
2025-01-06T05:45:00+08:00,52.9,0,0,0,0,0,Manual
